Composition,Eg,class,avg_Atomic number,avg_Atomic weight,avg_Period number,avg_Group number,avg_Family number,avg_L quantum number,avg_Mendeleev number,avg_Atomic radius (?),avg_Covalent radius (?),avg_Zunger radius (?),avg_Ionic radius (?),avg_Crystal radius (?),avg_Pauling EN,avg_Martynov-Batsanov EN,avg_Gordy EN,avg_Mulliken EN,avg_Allen EN,avg_Metallic valence,avg_Number of valence electrons,avg_Number of s electrons,avg_Number of p electrons,avg_Number of d electrons,avg_Number of outer shell electrons,avg_First ionization energy (kJ/mol),avg_Polarizability,avg_Melting point (K),avg_Boiling point (K),avg_Density (g/mL),avg_Specific heat (J/g?K),avg_Heat of fusion (kJ/mol),avg_Heat of vaporization (kJ/mol),avg_Thermal conductivity (W/m?K),avg_Heat atomization (kJ/mol),avg_Cohesive energy (eV),diff_Atomic number,diff_Atomic weight,diff_Period number,diff_Group number,diff_Family number,diff_L quantum number,diff_Mendeleev number,diff_Atomic radius (?),diff_Covalent radius (?),diff_Zunger radius (?),diff_Ionic radius (?),diff_Crystal radius (?),diff_Pauling EN,diff_Martynov-Batsanov EN,diff_Gordy EN,diff_Mulliken EN,diff_Allen EN,diff_Metallic valence,diff_Number of valence electrons,diff_Number of s electrons,diff_Number of p electrons,diff_Number of d electrons,diff_Number of outer shell electrons,diff_First ionization energy (kJ/mol),diff_Polarizability,diff_Melting point (K),diff_Boiling point (K),diff_Density (g/mL),diff_Specific heat (J/g?K),diff_Heat of fusion (kJ/mol),diff_Heat of vaporization (kJ/mol),diff_Thermal conductivity (W/m?K),diff_Heat atomization (kJ/mol),diff_Cohesive energy (eV),max_Atomic number,max_Atomic weight,max_Period number,max_Group number,max_Family number,max_L quantum number,max_Mendeleev number,max_Atomic radius (?),max_Covalent radius (?),max_Zunger radius (?),max_Ionic radius (?),max_Crystal radius (?),max_Pauling EN,max_Martynov-Batsanov EN,max_Gordy EN,max_Mulliken EN,max_Allen EN,max_Metallic valence,max_Number of valence electrons,max_Number of s electrons,max_Number of p electrons,max_Number of d electrons,max_Number of outer shell electrons,max_First ionization energy (kJ/mol),max_Polarizability,max_Melting point (K),max_Boiling point (K),max_Density (g/mL),max_Specific heat (J/g?K),max_Heat of fusion (kJ/mol),max_Heat of vaporization (kJ/mol),max_Thermal conductivity (W/m?K),max_Heat atomization (kJ/mol),max_Cohesive energy (eV),min_Atomic number,min_Atomic weight,min_Period number,min_Group number,min_Family number,min_L quantum number,min_Mendeleev number,min_Atomic radius (?),min_Covalent radius (?),min_Zunger radius (?),min_Ionic radius (?),min_Crystal radius (?),min_Pauling EN,min_Martynov-Batsanov EN,min_Gordy EN,min_Mulliken EN,min_Allen EN,min_Metallic valence,min_Number of valence electrons,min_Number of s electrons,min_Number of p electrons,min_Number of d electrons,min_Number of outer shell electrons,min_First ionization energy (kJ/mol),min_Polarizability,min_Melting point (K),min_Boiling point (K),min_Density (g/mL),min_Specific heat (J/g?K),min_Heat of fusion (kJ/mol),min_Heat of vaporization (kJ/mol),min_Thermal conductivity (W/m?K),min_Heat atomization (kJ/mol),min_Cohesive energy (eV),
AlN,5.9,1,10,20.4941395,2.5,14,6,1,77.5,0.95,0.965,1.1075,0.95,0.415,2.325,2.245,5.20355,5.265,2.3395,3,4,2,2,0,4,990,4.7,498.2,1408.75,1.350625,0.97,5.5752,148.0964,118.51299,399.5,4.155,6,12.974799,1,2,2,0,9,0.6,0.43,1.135,0.6,0.23,1.43,1.21,3.3597,4.07,1.453,0,2,0,2,0,2,824,7.2,869.9,2662.8,2.69875,0.14,10.4296,290.6072,236.97402,147,1.53,13,26.981539,3,15,7,1,82,1.25,1.18,1.675,1.25,0.53,3.04,2.85,6.8834,7.3,3.066,3,5,2,3,0,5,1402,8.3,933.15,2740.15,2.7,1.04,10.79,293.4,237,473,4.92,7,14.00674,2,13,5,1,73,0.65,0.75,0.54,0.65,0.3,1.61,1.64,3.5237,3.23,1.613,3,3,2,1,0,3,578,1.1,63.25,77.35,0.00125,0.9,0.3604,2.7928,0.02598,326,3.39,
AlNi2,0,0,23,48.12277967,3.666666667,11,4.333333333,1.666666667,65,1.316666667,1.16,2.011666667,1.316666667,0.643333333,1.81,1.72,3.560633333,4.01,1.791,4.853333333,7.666666667,2,0.333333333,5.333333333,2.333333333,684,7.3,1461.816667,2915.483333,6.833333333,0.593333333,15.24333333,344.7333333,139.4666667,395.3333333,4.09,15,31.711861,1,3,1,1,12,0.1,0.03,0.505,0.1,0.17,0.3,0.12,0.0554,1.17,0.267,2.78,7,0,1,8,1,159,1.5,793,263,6.2,0.46,6.68,77,146.3,104,1.05,28,58.6934,4,13,5,2,73,1.35,1.18,2.18,1.35,0.7,1.91,1.76,3.5791,4.4,1.88,5.78,10,2,1,8,3,737,8.3,1726.15,3003.15,8.9,0.9,17.47,370.4,237,430,4.44,13,26.981539,3,10,4,1,61,1.25,1.15,1.675,1.25,0.53,1.61,1.64,3.5237,3.23,1.613,3,3,2,0,0,2,578,6.8,933.15,2740.15,2.7,0.44,10.79,293.4,90.7,326,3.39,
AlNi20B14,0,0,18.37142857,38.63438683,3.171428571,11.28571429,4.828571429,1.571428571,65.74285714,1.147142857,1.018857143,1.611571429,1.147142857,0.515142857,1.953428571,1.812571429,3.983917143,4.322571429,1.940771429,4.588571429,7,2,0.428571429,4.571428571,2.428571429,758.0571429,5.322857143,1953.892857,2923.635714,6.098857143,0.685142857,30.37114286,415.92,69.4,484.2285714,4.958,23,47.8824,2,3,2,1,12,0.5,0.36,1.385,0.5,0.45,0.43,0.26,1.0714,1.17,0.438,2.78,7,0,1,8,1,223,5.3,1419,263,6.56,0.58,39.41,196.3,210,247,2.42,28,58.6934,4,13,6,2,73,1.35,1.18,2.18,1.35,0.7,2.04,1.9,4.5951,4.4,2.051,5.78,10,2,1,8,3,801,8.3,2352.15,3003.15,8.9,1.02,50.2,489.7,237,573,5.81,5,10.811,2,10,4,1,61,0.85,0.82,0.795,0.85,0.25,1.61,1.64,3.5237,3.23,1.613,3,3,2,0,0,2,578,3,933.15,2740.15,2.34,0.44,10.79,293.4,27,326,3.39,
AlNi2S4,0,0,19,38.947477,3.285714286,13.85714286,5.857142857,1.285714286,78.14285714,1.135714286,1.08,1.490714286,1.135714286,0.521428571,2.25,2.251428571,4.866442857,5.272857143,2.247,3.222857143,6.714285714,2,2.428571429,2.285714286,4.428571429,864.5714286,4.785714286,847.0357143,1659.692857,4.111428571,0.66,7.514285714,153.3428571,59.92514286,328.8571429,3.381428571,15,31.711861,1,6,3,1,27,0.35,0.16,1.08,0.35,0.27,0.97,1.01,2.3221,2.99,0.976,3.78,7,0,4,8,4,422,5.4,1340.2,2285.3,6.83,0.46,15.7525,360.6,236.731,151,1.59,28,58.6934,4,16,7,2,88,1.35,1.18,2.18,1.35,0.7,2.58,2.65,5.8458,6.22,2.589,5.78,10,2,4,8,6,1000,8.3,1726.15,3003.15,8.9,0.9,17.47,370.4,237,430,4.44,13,26.981539,3,10,4,1,61,1,1.02,1.1,1,0.43,1.61,1.64,3.5237,3.23,1.613,2,3,2,0,0,2,578,2.9,385.95,717.85,2.07,0.44,1.7175,9.8,0.269,279,2.85,
AlP,3.62,1,14,28.9776505,3,14,6,1,78,1.125,1.12,1.4575,1.125,0.42,1.9,1.98,4.2414,4.425,1.933,3,4,2,2,0,4,795,5.95,625.2,1646.65,2.26,0.835,5.7235,152.7645,118.6175,320.5,3.41,2,3.992223,0,2,2,0,10,0.25,0.12,0.435,0.25,0.22,0.58,0.68,1.4354,2.39,0.64,0,2,0,2,0,2,434,4.7,615.9,2187,0.88,0.13,10.133,281.271,236.765,11,0.04,15,30.973762,3,15,7,1,83,1.25,1.18,1.675,1.25,0.53,2.19,2.32,4.9591,5.62,2.253,3,5,2,3,0,5,1012,8.3,933.15,2740.15,2.7,0.9,10.79,293.4,237,326,3.43,13,26.981539,3,13,5,1,73,1,1.06,1.24,1,0.31,1.61,1.64,3.5237,3.23,1.613,3,3,2,1,0,3,578,3.6,317.25,553.15,1.82,0.77,0.657,12.129,0.235,315,3.39,
AlPd5I2,0,0,43.625,101.6113099,4.75,12.125,5.125,1.625,71.875,1.38125,1.28,2.136875,1.38125,1.06875,2.24125,2.195,4.2909375,4.875,1.785125,3.9875,8.375,0.75,1.375,8.75,2.125,826.75,5.2875,1355.275,2590.025,9.07,0.316,14.30475,264.988,74.61225,303.75,3.1325,40,99.922931,2,7,4,1,34,0.15,0.15,0.865,0.15,1.53,1.05,1.12,2.4082,3.53,0.769,5.78,7,2,5,10,7,430,3.5,1440.5,2956,9.3,0.686,9.776,336.248,236.551,271,2.78,53,126.90447,5,17,8,2,96,1.4,1.33,2.45,1.4,2.06,2.66,2.76,5.9319,6.76,2.359,5.78,10,2,5,10,7,1008,8.3,1827.15,3413.15,12,0.9,17.6,357,237,378,3.89,13,26.981539,3,10,4,1,62,1.25,1.18,1.585,1.25,0.53,1.61,1.64,3.5237,3.23,1.59,0,3,0,0,0,0,578,4.8,386.65,457.15,2.7,0.214,7.824,20.752,0.449,107,1.11,
AlSb,1.666,1,32,74.3707695,4,14,5.5,1,79,1.35,1.29,1.72,1.35,0.715,1.83,1.89,4.2595,4.04,1.7985,3,4,2,2,5,2.5,706,7.45,918.65,2481.65,4.695,0.555,15.33,185.27,130.65,294,3.07,38,94.778461,2,2,1,0,12,0.2,0.22,0.09,0.2,0.37,0.44,0.5,1.4716,1.62,0.371,0,2,0,2,10,1,256,1.7,29,517,3.99,0.69,9.08,216.26,212.7,64,0.64,51,121.76,5,15,6,1,85,1.45,1.4,1.765,1.45,0.9,2.05,2.14,4.9953,4.85,1.984,3,5,2,3,10,3,834,8.3,933.15,2740.15,6.69,0.9,19.87,293.4,237,326,3.39,13,26.981539,3,13,5,1,73,1.25,1.18,1.675,1.25,0.53,1.61,1.64,3.5237,3.23,1.613,3,3,2,1,0,2,578,6.6,904.15,2223.15,2.7,0.21,10.79,77.14,24.3,262,2.75,
AlSn,0,0,31.5,72.8457695,4,13.5,5,1,76.5,1.35,1.295,1.7775,1.35,0.61,1.785,1.76,4.05815,3.765,1.7185,3.5,3.5,2,1.5,5,2.5,643.5,8,719.15,2641.65,5.005,0.5635,8.9095,294.6,151.8,314,3.265,37,91.728461,2,1,0,0,7,0.2,0.23,0.205,0.2,0.16,0.35,0.24,1.0689,1.07,0.211,1,1,0,1,10,1,131,0.6,428,197,4.61,0.673,3.761,2.4,170.4,24,0.25,50,118.71,5,14,5,1,80,1.45,1.41,1.88,1.45,0.69,1.96,1.88,4.5926,4.3,1.824,4,4,2,2,10,3,709,8.3,933.15,2740.15,7.31,0.9,10.79,295.8,237,326,3.39,13,26.981539,3,13,5,1,73,1.25,1.18,1.675,1.25,0.53,1.61,1.64,3.5237,3.23,1.613,3,3,2,1,0,2,578,7.7,505.15,2543.15,2.7,0.227,7.029,293.4,66.6,302,3.14,
AlVCo2,0,0,22.5,48.94735975,3.75,9,4.25,1.75,58.75,1.325,1.18,2.03625,1.325,0.5725,1.75,1.825,3.43025,3.8575,1.70575,4.89,6.5,2,0.25,4.25,2.25,687.25,8.925,1658.15,3169.9,6.6525,0.5575,16.0175,261.713,116.925,422.5,4.37,14,31.951661,1,8,1,1,27,0.1,0.06,0.755,0.1,0.15,0.27,0.58,0.3216,1.07,0.31,2.78,6,0,1,7,1,182,4.9,1230,913,6.2,0.48,10.11,376.048,206.3,188,1.92,27,58.9332,4,13,5,2,73,1.35,1.22,2.43,1.35,0.68,1.88,2.22,3.5237,4.3,1.84,5.78,9,2,1,7,3,760,12.4,2163.15,3653.15,8.9,0.9,20.9,376.5,237,514,5.31,13,26.981539,3,5,4,1,46,1.25,1.16,1.675,1.25,0.53,1.61,1.64,3.2021,3.23,1.53,3,3,2,0,0,2,578,7.5,933.15,2740.15,2.7,0.42,10.79,0.452,30.7,326,3.39,
AlVTe2O8,2.9,1,17,38.42651992,2.75,14.83333333,6.416666667,1.083333333,82.91666667,0.85,0.913333333,0.930416667,0.85,1.0925,2.913333333,2.931666667,7.04765,6.510833333,3.02825,1,5.666666667,2,3.416666667,1.916666667,4.75,1123.25,3.170333333,414.9666667,803.3666667,1.77512,0.7625,5.704226667,35.51926667,22.71782667,268.8333333,2.836666667,44,111.6006,3,11,3,1,44,0.8,0.63,1.965,0.8,0.68,1.83,1.68,5.1682,4.31,2.08,5,3,0,4,10,4,736,11.607,2108.4,3563,6.23857,0.72,20.67741,292.948,236.97326,317,3.12,52,127.6,5,16,7,2,90,1.4,1.36,2.43,1.4,1.21,3.44,3.32,8.3703,7.54,3.61,5,6,2,4,10,6,1314,12.4,2163.15,3653.15,6.24,0.92,20.9,293.4,237,514,5.31,8,15.9994,2,5,4,1,46,0.6,0.73,0.465,0.6,0.53,1.61,1.64,3.2021,3.23,1.53,0,3,2,0,0,2,578,0.793,54.75,90.15,0.00143,0.2,0.22259,0.452,0.02674,197,2.19,
As2B12,1.51,1,9,19.96965571,2.285714286,13.28571429,6,1,73.71428571,0.892857143,0.874285714,0.883571429,0.892857143,0.317142857,2.06,1.952857143,4.677514286,4.434285714,2.073857143,3,3.285714286,2,1.285714286,0,3.285714286,821.8571429,3.185714286,2171.864286,2547.007143,2.824285714,0.921428571,46.98571429,424.7085714,30.28571429,534.2857143,5.402857143,28,64.11059,2,2,0,0,12,0.3,0.38,0.62,0.3,0.47,0.14,0.37,0.5769,1.01,0.16,0,2,0,2,0,2,146,1.3,1262,1933,3.39,0.69,22.5,454.94,23,271,2.85,33,74.92159,4,15,6,1,84,1.15,1.2,1.415,1.15,0.72,2.18,2.27,5.172,5.3,2.211,3,5,2,3,0,5,947,4.3,2352.15,2823.15,5.73,1.02,50.2,489.7,50,573,5.81,5,10.811,2,13,6,1,72,0.85,0.82,0.795,0.85,0.25,2.04,1.9,4.5951,4.29,2.051,3,3,2,1,0,3,801,3,1090.15,890.15,2.34,0.33,27.7,34.76,27,302,2.96,
As2O3,4,1,18,39.568276,2.8,15.6,6.6,1,85.8,0.82,0.918,0.845,0.82,1.014,2.936,2.9,7.09098,6.644,3.0504,1.2,5.6,2,3.6,0,5.6,1167.2,2.1958,468.91,410.15,2.292858,0.684,11.213554,15.94994,20.016044,270.2,2.756,25,58.92219,2,1,1,0,3,0.55,0.47,0.95,0.55,0.49,1.26,1.05,3.1983,2.24,1.399,3,1,0,1,0,1,367,3.507,1035.4,800,5.72857,0.59,27.47741,31.3501,49.97326,53,0.34,33,74.92159,4,16,7,1,87,1.15,1.2,1.415,1.15,1.21,3.44,3.32,8.3703,7.54,3.61,3,6,2,4,0,6,1314,4.3,1090.15,890.15,5.73,0.92,27.7,34.76,50,302,2.96,8,15.9994,2,15,6,1,84,0.6,0.73,0.465,0.6,0.72,2.18,2.27,5.172,5.3,2.211,0,5,2,3,0,5,947,0.793,54.75,90.15,0.00143,0.33,0.22259,3.4099,0.02674,249,2.62,
As2S3,1.89,1,22.8,49.208236,3.4,15.6,6.6,1,86.4,1.06,1.092,1.226,1.06,0.546,2.42,2.498,5.57628,5.852,2.4378,2.4,5.6,2,3.6,0,5.6,978.8,3.46,667.63,786.77,3.534,0.558,12.1105,19.784,20.1614,288.2,2.894,17,42.85559,1,1,1,0,4,0.15,0.18,0.315,0.15,0.29,0.4,0.38,0.6738,0.92,0.378,1,1,0,1,0,1,53,1.4,704.2,172.3,3.66,0.38,25.9825,24.96,49.731,23,0.11,33,74.92159,4,16,7,1,88,1.15,1.2,1.415,1.15,0.72,2.58,2.65,5.8458,6.22,2.589,3,6,2,4,0,6,1000,4.3,1090.15,890.15,5.73,0.71,27.7,34.76,50,302,2.96,16,32.066,3,15,6,1,84,1,1.02,1.1,1,0.43,2.18,2.27,5.172,5.3,2.211,2,5,2,3,0,5,947,2.9,385.95,717.85,2.07,0.33,1.7175,9.8,0.269,279,2.85,
As2S5,2.48,1,20.85714286,44.31045429,3.285714286,15.71428571,6.714285714,1,86.85714286,1.042857143,1.071428571,1.19,1.042857143,0.512857143,2.465714286,2.541428571,5.653285714,5.957142857,2.481,2.285714286,5.714285714,2,3.714285714,0,5.714285714,984.8571429,3.3,587.15,767.0785714,3.115714286,0.601428571,9.141071429,16.93142857,14.47785714,285.5714286,2.881428571,17,42.85559,1,1,1,0,4,0.15,0.18,0.315,0.15,0.29,0.4,0.38,0.6738,0.92,0.378,1,1,0,1,0,1,53,1.4,704.2,172.3,3.66,0.38,25.9825,24.96,49.731,23,0.11,33,74.92159,4,16,7,1,88,1.15,1.2,1.415,1.15,0.72,2.58,2.65,5.8458,6.22,2.589,3,6,2,4,0,6,1000,4.3,1090.15,890.15,5.73,0.71,27.7,34.76,50,302,2.96,16,32.066,3,15,6,1,84,1,1.02,1.1,1,0.43,2.18,2.27,5.172,5.3,2.211,2,5,2,3,0,5,947,2.9,385.95,717.85,2.07,0.33,1.7175,9.8,0.269,279,2.85,
As2S6,2.35,1,20.25,42.7798975,3.25,15.75,6.75,1,87,1.0375,1.065,1.17875,1.0375,0.5025,2.48,2.555,5.67735,5.99,2.4945,2.25,5.75,2,3.75,0,5.75,986.75,3.25,562,760.925,2.985,0.615,8.213125,16.04,12.70175,284.75,2.8775,17,42.85559,1,1,1,0,4,0.15,0.18,0.315,0.15,0.29,0.4,0.38,0.6738,0.92,0.378,1,1,0,1,0,1,53,1.4,704.2,172.3,3.66,0.38,25.9825,24.96,49.731,23,0.11,33,74.92159,4,16,7,1,88,1.15,1.2,1.415,1.15,0.72,2.58,2.65,5.8458,6.22,2.589,3,6,2,4,0,6,1000,4.3,1090.15,890.15,5.73,0.71,27.7,34.76,50,302,2.96,16,32.066,3,15,6,1,84,1,1.02,1.1,1,0.43,2.18,2.27,5.172,5.3,2.211,2,5,2,3,0,5,947,2.9,385.95,717.85,2.07,0.33,1.7175,9.8,0.269,279,2.85,
As2Se3,1.84,1,33.6,77.344636,4,15.6,6.6,1,87,1.15,1.176,1.337,1.15,0.624,2.402,2.432,5.5254,5.654,2.3448,2.4,5.6,2,3.6,0,5.6,943.4,4,730.15,930.95,5.166,0.324,15.0964,36.524,21.224,257,2.66,1,4.03841,0,1,1,0,5,0,0.04,0.13,0,0.16,0.37,0.27,0.589,0.59,0.223,1,1,0,1,0,1,6,0.5,600,68,0.94,0.01,21.006,2.94,47.96,75,0.5,34,78.96,4,16,7,1,89,1.15,1.2,1.415,1.15,0.72,2.55,2.54,5.761,5.89,2.434,3,6,2,4,0,6,947,4.3,1090.15,958.15,5.73,0.33,27.7,37.7,50,302,2.96,33,74.92159,4,15,6,1,84,1.15,1.16,1.285,1.15,0.56,2.18,2.27,5.172,5.3,2.211,2,5,2,3,0,5,941,3.8,490.15,890.15,4.79,0.32,6.694,34.76,2.04,227,2.46,
As2Te3,1.76,1,44.4,106.528636,4.6,15.6,6,1,87.6,1.3,1.296,1.568,1.3,0.954,2.132,2.336,5.33388,5.414,2.1792,2.4,5.6,2,3.6,6,3.2,900.2,5.02,869.65,1113.83,6.036,0.252,21.574,45.434,21.41,239,2.498,19,52.67841,1,1,0,0,6,0.25,0.16,0.255,0.25,0.39,0.08,0.11,0.2698,0.19,0.053,1,1,0,1,10,3,78,1.2,367.5,372.8,0.51,0.13,10.21,17.79,47.65,105,0.77,52,127.6,5,16,6,1,90,1.4,1.36,1.67,1.4,1.11,2.18,2.38,5.4418,5.49,2.211,3,6,2,4,10,5,947,5.5,1090.15,1262.95,6.24,0.33,27.7,52.55,50,302,2.96,33,74.92159,4,15,6,1,84,1.15,1.2,1.415,1.15,0.72,2.1,2.27,5.172,5.3,2.158,2,5,2,3,0,2,869,4.3,722.65,890.15,5.73,0.2,17.49,34.76,2.35,197,2.19,
As4S4,2.4,1,24.5,53.493795,3.5,15.5,6.5,1,86,1.075,1.11,1.2575,1.075,0.575,2.38,2.46,5.5089,5.76,2.4,2.5,5.5,2,3.5,0,5.5,973.5,3.6,738.05,804,3.9,0.52,14.70875,22.28,25.1345,290.5,2.905,17,42.85559,1,1,1,0,4,0.15,0.18,0.315,0.15,0.29,0.4,0.38,0.6738,0.92,0.378,1,1,0,1,0,1,53,1.4,704.2,172.3,3.66,0.38,25.9825,24.96,49.731,23,0.11,33,74.92159,4,16,7,1,88,1.15,1.2,1.415,1.15,0.72,2.58,2.65,5.8458,6.22,2.589,3,6,2,4,0,6,1000,4.3,1090.15,890.15,5.73,0.71,27.7,34.76,50,302,2.96,16,32.066,3,15,6,1,84,1,1.02,1.1,1,0.43,2.18,2.27,5.172,5.3,2.211,2,5,2,3,0,5,947,2.9,385.95,717.85,2.07,0.33,1.7175,9.8,0.269,279,2.85,
AsAu3,0,0,67.5,166.4553025,5.5,12,4.5,1.75,70.5,1.3,1.305,2.34875,1.3,1.3125,2.45,1.46,7.277325,5.6525,1.99275,4.83,9.5,1.25,0.75,7.5,2,904.25,5.65,1275.4,2737.4,15.9075,0.1785,16.3375,259.49,250.25,350,3.5975,46,122.04495,2,4,2,1,18,0.2,0.14,1.245,0.2,0.79,0.36,1.08,2.8071,0.47,0.291,2.44,6,1,3,10,4,57,1.8,247,2463,13.57,0.202,15.15,299.64,267,64,0.85,79,196.96654,6,15,6,2,84,1.35,1.34,2.66,1.35,1.51,2.54,2.27,7.9791,5.77,2.211,5.44,11,2,3,10,5,947,6.1,1337.15,3353.15,19.3,0.33,27.7,334.4,317,366,3.81,33,74.92159,4,11,4,1,66,1.15,1.2,1.415,1.15,0.72,2.18,1.19,5.172,5.3,1.92,3,5,1,0,0,1,890,4.3,1090.15,890.15,5.73,0.128,12.55,34.76,50,302,2.96,
AsBr3,2.6,1,34.5,78.6583975,4,16.5,7.5,1,92.25,1.15,1.155,1.25375,1.15,1.545,2.765,2.69,6.098925,7.0175,2.5665,0.75,6.5,2,4.5,0,6.5,1091.75,3.4,472,471.5,3.7725,0.43725,10.8895,20.2685,12.5915,159.5,1.655,2,4.98241,0,2,2,0,11,0,0.06,0.215,0,1.1,0.78,0.56,1.2359,2.29,0.474,3,2,0,2,0,2,193,1.2,824.2,558.2,2.61,0.143,22.414,19.322,49.878,190,1.74,35,79.904,4,17,8,1,95,1.15,1.2,1.415,1.15,1.82,2.96,2.83,6.4079,7.59,2.685,3,7,2,5,0,7,1140,4.3,1090.15,890.15,5.73,0.473,27.7,34.76,50,302,2.96,33,74.92159,4,15,6,1,84,1.15,1.14,1.2,1.15,0.72,2.18,2.27,5.172,5.3,2.211,0,5,2,3,0,5,947,3.1,265.95,331.95,3.12,0.33,5.286,15.438,0.122,112,1.22,
AsI3,2.29,1,48,113.90875,4.75,16.5,7.5,1,93,1.3375,1.2975,1.5425,1.3375,1.725,2.54,2.6375,5.741925,6.395,2.322,0.75,6.5,2,4.5,7.5,6.5,992.75,4.825,562.525,565.4,5.13,0.243,12.793,24.254,12.83675,155.75,1.5725,20,51.98288,1,2,2,0,12,0.25,0.13,0.17,0.25,1.34,0.48,0.49,0.7599,1.46,0.148,3,2,0,2,10,2,61,0.7,703.5,433,0.8,0.116,19.876,14.008,49.551,195,1.85,53,126.90447,5,17,8,1,96,1.4,1.33,1.585,1.4,2.06,2.66,2.76,5.9319,6.76,2.359,3,7,2,5,10,7,1008,5,1090.15,890.15,5.73,0.33,27.7,34.76,50,302,2.96,33,74.92159,4,15,6,1,84,1.15,1.2,1.415,1.15,0.72,2.18,2.27,5.172,5.3,2.211,0,5,2,3,0,5,947,4.3,386.65,457.15,4.93,0.214,7.824,20.752,0.449,107,1.11,
AsNMg3,1.332,1,15.2,32.368666,3,7.2,3.8,0.4,74,1.26,1.206,1.609,1.26,0.72,1.83,1.81,4.19578,4.77,1.8312,2.4,3.2,2,1.2,0,3.2,912.6,7.44,783.97,1011.39,2.19025,0.886,10.98448,83.95056,103.605196,243.8,2.482,26,60.91485,2,13,5,1,16,0.85,0.61,1.49,0.85,0.56,1.73,1.54,3.9089,3.55,1.773,1,3,0,3,0,3,664,9.5,1026.9,1285.8,5.72875,0.71,27.3396,124.6072,155.97402,325,3.41,33,74.92159,4,15,7,1,84,1.5,1.36,2.03,1.5,0.86,3.04,2.85,6.8834,7.3,3.066,3,5,2,3,0,5,1402,10.6,1090.15,1363.15,5.73,1.04,27.7,127.4,156,473,4.92,7,14.00674,2,2,2,0,68,0.65,0.75,0.54,0.65,0.3,1.31,1.31,2.9745,3.75,1.293,2,2,2,0,0,2,738,1.1,63.25,77.35,0.00125,0.33,0.3604,2.7928,0.02598,148,1.51,
AsPd3Pb2,0,0,55.83333333,134.7635983,5.166666667,12.16666667,4.666666667,1.5,72,1.491666667,1.33,2.1575,1.491666667,1.006666667,2.063333333,2.058333333,4.336133333,4.408333333,1.7815,4.203333333,7.166666667,1,1.166666667,8.333333333,2.166666667,798.5,5.383333333,1295.483333,2525.983333,10.755,0.218333333,15.01633333,243.5266667,56,304.6666667,3.115,49,132.27841,2,5,2,1,22,0.65,0.27,1.035,0.65,0.77,0.4,0.35,1.384,1.4,0.621,3.34,6,2,3,10,5,231,2.5,1226.5,2523,6.27,0.2,22.901,322.24,36.5,182,1.86,82,207.2,6,15,6,2,84,1.8,1.47,2.45,1.8,1.49,2.2,2.27,5.172,5.3,2.211,5.78,10,2,3,10,5,947,6.8,1827.15,3413.15,12,0.33,27.7,357,71.8,378,3.89,33,74.92159,4,10,4,1,62,1.15,1.2,1.415,1.15,0.72,1.8,1.92,3.788,3.9,1.59,2.44,4,0,0,0,0,716,4.3,600.65,890.15,5.73,0.13,4.799,34.76,35.3,196,2.03,
AsSb,1.6,1,42,98.340795,4.5,15,6,1,84.5,1.3,1.3,1.59,1.3,0.81,2.115,2.205,5.08365,5.075,2.0975,3,5,2,3,5,3.5,890.5,5.45,997.15,1556.65,6.21,0.27,23.785,55.95,37.15,282,2.855,18,46.83841,1,0,0,0,1,0.3,0.2,0.35,0.3,0.18,0.13,0.13,0.1767,0.45,0.227,0,0,0,0,10,3,113,2.3,186,1333,0.96,0.12,7.83,42.38,25.7,40,0.21,51,121.76,5,15,6,1,85,1.45,1.4,1.765,1.45,0.9,2.18,2.27,5.172,5.3,2.211,3,5,2,3,10,5,947,6.6,1090.15,2223.15,6.69,0.33,27.7,77.14,50,302,2.96,33,74.92159,4,15,6,1,84,1.15,1.2,1.415,1.15,0.72,2.05,2.14,4.9953,4.85,1.984,3,5,2,3,0,2,834,4.3,904.15,890.15,5.73,0.21,19.87,34.76,24.3,262,2.75,
AsSeBr,0,0,34,77.92853,4,16,7,1,89.33333333,1.15,1.166666667,1.3,1.15,1.033333333,2.563333333,2.546666667,5.7803,6.26,2.443333333,1.666666667,6,2,4,0,6,1009.333333,3.733333333,615.4166667,726.75,4.546666667,0.374333333,13.22666667,29.29933333,17.38733333,213.6666667,2.213333333,2,4.98241,0,2,2,0,11,0,0.06,0.215,0,1.26,0.78,0.56,1.2359,2.29,0.474,3,2,0,2,0,2,199,1.2,824.2,626.2,2.61,0.153,22.414,22.262,49.878,190,1.74,35,79.904,4,17,8,1,95,1.15,1.2,1.415,1.15,1.82,2.96,2.83,6.4079,7.59,2.685,3,7,2,5,0,7,1140,4.3,1090.15,958.15,5.73,0.473,27.7,37.7,50,302,2.96,33,74.92159,4,15,6,1,84,1.15,1.14,1.2,1.15,0.56,2.18,2.27,5.172,5.3,2.211,0,5,2,3,0,5,941,3.1,265.95,331.95,3.12,0.32,5.286,15.438,0.122,112,1.22,
